file	type	total	code	comment	blank	short
../../PreservationSimulation/shelf/audit2.py	python	1054	406	562	86	0
../../PreservationSimulation/shelf/bottle.py	python	3763	2372	807	584	0
../../PreservationSimulation/shelf/broker2.py	python	677	294	291	92	0
../../PreservationSimulation/shelf/brokercli.py	python	308	244	22	42	0
../../PreservationSimulation/shelf/brokerformat.py	python	135	67	57	11	0
../../PreservationSimulation/shelf/brokergetcores.py	python	69	37	18	14	0
../../PreservationSimulation/shelf/brokergroupform.py	python	90	30	35	25	0
../../PreservationSimulation/shelf/brokergroupform_main.py	python	297	110	149	38	0
../../PreservationSimulation/shelf/brokergroupform_setup.py	python	116	60	34	22	0
../../PreservationSimulation/shelf/brokergroup_makeform.py	python	74	44	20	10	0
../../PreservationSimulation/shelf/catchex.py	python	40	19	17	4	0
../../PreservationSimulation/shelf/client2.py	python	246	134	90	22	0
../../PreservationSimulation/shelf/cliparse.py	python	292	200	50	42	0
../../PreservationSimulation/shelf/collection.py	python	223	141	59	23	0
../../PreservationSimulation/shelf/command.py	python	155	74	56	25	0
../../PreservationSimulation/shelf/datacleanup.py	python	237	136	67	34	0
../../PreservationSimulation/shelf/dbclearcollection.py	python	87	44	28	15	0
../../PreservationSimulation/shelf/dbdeletedatabase.py	python	81	35	32	14	0
../../PreservationSimulation/shelf/dbdumpcollection.py	python	94	43	35	16	0
../../PreservationSimulation/shelf/dbdumpdonekeys.py	python	114	59	39	16	0
../../PreservationSimulation/shelf/dblistcollections.py	python	83	37	32	14	0
../../PreservationSimulation/shelf/dblistdatabases.py	python	21	7	12	2	0
../../PreservationSimulation/shelf/doccopy.py	python	74	44	14	16	0
../../PreservationSimulation/shelf/document.py	python	226	130	72	24	0
../../PreservationSimulation/shelf/dumpparams.py	python	131	78	36	17	0
../../PreservationSimulation/shelf/dumpuse.py	python	157	114	25	18	0
../../PreservationSimulation/shelf/extractcpuinfo.py	python	77	46	18	13	0
../../PreservationSimulation/shelf/extractvalues2.py	python	382	171	167	44	0
../../PreservationSimulation/shelf/fib.py	python	17	11	2	4	0
../../PreservationSimulation/shelf/getcliargs.py	python	236	127	74	35	0
../../PreservationSimulation/shelf/getparams.py	python	122	59	45	18	0
../../PreservationSimulation/shelf/globaldata.py	python	235	120	83	32	0
../../PreservationSimulation/shelf/lifetime.py	python	352	199	127	26	0
../../PreservationSimulation/shelf/logoutput.py	python	114	47	53	14	0
../../PreservationSimulation/shelf/main.py	python	425	87	305	33	0
../../PreservationSimulation/shelf/mainsimform.py	python	229	121	79	29	0
../../PreservationSimulation/shelf/makethings.py	python	88	56	21	11	0
../../PreservationSimulation/shelf/mongolib.py	python	216	85	106	25	0
../../PreservationSimulation/shelf/monkeypatch.py	python	6	1	3	2	0
../../PreservationSimulation/shelf/narrowfile.py	python	135	76	37	22	0
../../PreservationSimulation/shelf/newbroker3.py	python	691	380	226	85	0
../../PreservationSimulation/shelf/NewTrace17py6_exp.py	python	583	201	334	48	0
../../PreservationSimulation/shelf/NewTraceFac.py	python	583	201	334	48	0
../../PreservationSimulation/shelf/readin.py	python	121	74	33	14	0
../../PreservationSimulation/shelf/searchdatabasemongo.py	python	137	86	30	21	0
../../PreservationSimulation/shelf/searchspace.py	python	417	169	212	36	0
../../PreservationSimulation/shelf/server.py	python	508	255	187	66	0
../../PreservationSimulation/shelf/shelf.py	python	518	337	139	42	0
../../PreservationSimulation/shelf/shock.py	python	447	200	213	34	0
../../PreservationSimulation/shelf/simpypatch1.py	python	44	19	16	9	0
../../PreservationSimulation/shelf/util.py	python	315	104	158	53	0
../../PreservationSimulation/shelf/views/d5.py	python	37	28	3	6	0
../../PreservationSimulation/shelf/views/t8.py	python	42	31	2	9	0
../../PreservationSimulation/shelf/__init__.py	python	1	0	1	0	0
../../PreservationSimulation/shelf/AWS_shelf_installscript.sh	sh/perl/r	390	245	125	20	0
../../PreservationSimulation/shelf/brokercommandlog_disable.sh	sh/perl/r	35	19	11	5	0
../../PreservationSimulation/shelf/brokercommandlog_enable.sh	sh/perl/r	35	20	10	5	0
../../PreservationSimulation/shelf/dbcleardone.sh	sh/perl/r	23	14	6	3	0
../../PreservationSimulation/shelf/debug/loff.sh	sh/perl/r	1	1	0	0	0
../../PreservationSimulation/shelf/debug/lon.sh	sh/perl/r	1	1	0	0	0
../../PreservationSimulation/shelf/debug/lond.sh	sh/perl/r	1	1	0	0	0
../../PreservationSimulation/shelf/debug/lone.sh	sh/perl/r	1	1	0	0	0
../../PreservationSimulation/shelf/debug/tfailonly.sh	sh/perl/r	2	2	0	0	0
