file	type	total	code	comment	blank	short
/home/landau/working/PreservationSimulation/shelf/audit2.py	python	1053	406	561	86	0
/home/landau/working/PreservationSimulation/shelf/bottle.py	python	3763	2372	807	584	0
/home/landau/working/PreservationSimulation/shelf/broker2.py	python	716	295	328	93	0
/home/landau/working/PreservationSimulation/shelf/brokercli.py	python	308	244	22	42	0
/home/landau/working/PreservationSimulation/shelf/brokerformat.py	python	135	67	57	11	0
/home/landau/working/PreservationSimulation/shelf/brokergetcores.py	python	69	37	18	14	0
/home/landau/working/PreservationSimulation/shelf/brokergroupform.py	python	90	30	35	25	0
/home/landau/working/PreservationSimulation/shelf/brokergroupform_main.py	python	297	110	149	38	0
/home/landau/working/PreservationSimulation/shelf/brokergroupform_setup.py	python	116	60	34	22	0
/home/landau/working/PreservationSimulation/shelf/brokergroup_makeform.py	python	74	44	20	10	0
/home/landau/working/PreservationSimulation/shelf/catchex.py	python	40	19	17	4	0
/home/landau/working/PreservationSimulation/shelf/client2.py	python	247	135	90	22	0
/home/landau/working/PreservationSimulation/shelf/cliparse.py	python	292	200	50	42	0
/home/landau/working/PreservationSimulation/shelf/collection.py	python	224	142	59	23	0
/home/landau/working/PreservationSimulation/shelf/command.py	python	155	74	56	25	0
/home/landau/working/PreservationSimulation/shelf/datacleanup.py	python	237	136	67	34	0
/home/landau/working/PreservationSimulation/shelf/dbclearcollection.py	python	87	44	28	15	0
/home/landau/working/PreservationSimulation/shelf/dbdeletedatabase.py	python	81	35	32	14	0
/home/landau/working/PreservationSimulation/shelf/dbdumpcollection.py	python	94	43	35	16	0
/home/landau/working/PreservationSimulation/shelf/dbdumpdonekeys.py	python	112	59	37	16	0
/home/landau/working/PreservationSimulation/shelf/dblistcollections.py	python	83	37	32	14	0
/home/landau/working/PreservationSimulation/shelf/dblistdatabases.py	python	21	7	12	2	0
/home/landau/working/PreservationSimulation/shelf/doccopy.py	python	74	44	14	16	0
/home/landau/working/PreservationSimulation/shelf/document.py	python	227	131	72	24	0
/home/landau/working/PreservationSimulation/shelf/dumpparams.py	python	131	78	36	17	0
/home/landau/working/PreservationSimulation/shelf/dumpuse.py	python	157	114	25	18	0
/home/landau/working/PreservationSimulation/shelf/extractcpuinfo.py	python	77	46	18	13	0
/home/landau/working/PreservationSimulation/shelf/extractvalues2.py	python	382	171	167	44	0
/home/landau/working/PreservationSimulation/shelf/fib.py	python	17	11	2	4	0
/home/landau/working/PreservationSimulation/shelf/filelock.py	python	82	39	30	13	0
/home/landau/working/PreservationSimulation/shelf/getcliargs.py	python	236	127	74	35	0
/home/landau/working/PreservationSimulation/shelf/getparams.py	python	122	59	45	18	0
/home/landau/working/PreservationSimulation/shelf/globaldata.py	python	235	120	83	32	0
/home/landau/working/PreservationSimulation/shelf/lifetime.py	python	352	199	127	26	0
/home/landau/working/PreservationSimulation/shelf/listactor.py	python	184	88	74	22	0
/home/landau/working/PreservationSimulation/shelf/logoutput.py	python	114	47	53	14	0
/home/landau/working/PreservationSimulation/shelf/main.py	python	376	87	256	33	0
/home/landau/working/PreservationSimulation/shelf/mainsimform.py	python	229	121	79	29	0
/home/landau/working/PreservationSimulation/shelf/makethings.py	python	88	56	21	11	0
/home/landau/working/PreservationSimulation/shelf/mongolib.py	python	216	85	106	25	0
/home/landau/working/PreservationSimulation/shelf/monkeypatch.py	python	6	1	3	2	0
/home/landau/working/PreservationSimulation/shelf/narrowfile.py	python	135	76	37	22	0
/home/landau/working/PreservationSimulation/shelf/newbroker3.py	python	691	380	226	85	0
/home/landau/working/PreservationSimulation/shelf/NewTrace15py6.py	python	526	194	305	27	0
/home/landau/working/PreservationSimulation/shelf/NewTrace16py6.py	python	560	191	324	45	0
/home/landau/working/PreservationSimulation/shelf/NewTrace16py6_exp.py	python	574	201	325	48	0
/home/landau/working/PreservationSimulation/shelf/NewTrace17py6_exp.py	python	583	201	334	48	0
/home/landau/working/PreservationSimulation/shelf/NewTraceFac.py	python	583	201	334	48	0
/home/landau/working/PreservationSimulation/shelf/readin.py	python	121	74	33	14	0
/home/landau/working/PreservationSimulation/shelf/repair.py	python	70	14	46	10	0
/home/landau/working/PreservationSimulation/shelf/resettabletimer.py	python	323	158	137	28	0
/home/landau/working/PreservationSimulation/shelf/searchdatabase.py	python	70	46	10	14	0
/home/landau/working/PreservationSimulation/shelf/searchdatabasemongo.py	python	137	86	30	21	0
/home/landau/working/PreservationSimulation/shelf/searchlib.py	python	312	120	164	28	0
/home/landau/working/PreservationSimulation/shelf/searchspace.py	python	400	167	208	25	0
/home/landau/working/PreservationSimulation/shelf/server.py	python	507	259	182	66	0
/home/landau/working/PreservationSimulation/shelf/shelf.py	python	518	337	139	42	0
/home/landau/working/PreservationSimulation/shelf/shock.py	python	448	201	213	34	0
/home/landau/working/PreservationSimulation/shelf/simpypatch1.py	python	44	19	16	9	0
/home/landau/working/PreservationSimulation/shelf/testtimer1.py	python	144	100	20	24	0
/home/landau/working/PreservationSimulation/shelf/util.py	python	315	104	158	53	0
/home/landau/working/PreservationSimulation/shelf/views/d5.py	python	37	28	3	6	0
/home/landau/working/PreservationSimulation/shelf/views/t8.py	python	42	31	2	9	0
/home/landau/working/PreservationSimulation/shelf/__init__.py	python	1	0	1	0	0
/home/landau/working/PreservationSimulation/shelf/AWS_shelf_installscript.sh	sh/perl/r	377	237	120	20	0
/home/landau/working/PreservationSimulation/shelf/brokercommandlog_disable.sh	sh/perl/r	35	19	11	5	0
/home/landau/working/PreservationSimulation/shelf/brokercommandlog_enable.sh	sh/perl/r	35	20	10	5	0
/home/landau/working/PreservationSimulation/shelf/dbcleardone.sh	sh/perl/r	23	14	6	3	0
/home/landau/working/PreservationSimulation/shelf/debug/loff.sh	sh/perl/r	1	1	0	0	0
/home/landau/working/PreservationSimulation/shelf/debug/lon.sh	sh/perl/r	1	1	0	0	0
/home/landau/working/PreservationSimulation/shelf/debug/lond.sh	sh/perl/r	1	1	0	0	0
/home/landau/working/PreservationSimulation/shelf/debug/lone.sh	sh/perl/r	1	1	0	0	0
/home/landau/working/PreservationSimulation/shelf/debug/tfailonly.sh	sh/perl/r	2	2	0	0	0
/home/landau/working/PreservationSimulation/shelf/debug/toff.sh	sh/perl/r	2	2	0	0	0
/home/landau/working/PreservationSimulation/shelf/debug/ton.sh	sh/perl/r	2	1	0	1	0
/home/landau/working/PreservationSimulation/shelf/debug/ton5.sh	sh/perl/r	1	1	0	0	0
/home/landau/working/PreservationSimulation/shelf/emptygiantoutput.sh	sh/perl/r	38	25	8	5	0
/home/landau/working/PreservationSimulation/shelf/howlong.sh	sh/perl/r	27	18	4	5	0
/home/landau/working/PreservationSimulation/shelf/instructions/makeins23.sh	sh/perl/r	19	10	6	3	0
/home/landau/working/PreservationSimulation/shelf/maxcores.sh	sh/perl/r	8	1	6	1	0
/home/landau/working/PreservationSimulation/shelf/mongoshell.sh	sh/perl/r	1	1	0	0	0
/home/landau/working/PreservationSimulation/shelf/narrowallfiles.sh	sh/perl/r	51	30	16	5	0
/home/landau/working/PreservationSimulation/shelf/poff.sh	sh/perl/r	1	1	0	0	0
/home/landau/working/PreservationSimulation/shelf/pon.sh	sh/perl/r	1	1	0	0	0
/home/landau/working/PreservationSimulation/shelf/posttestcheckact.sh	sh/perl/r	48	35	8	5	0
/home/landau/working/PreservationSimulation/shelf/pretestchecklist.sh	sh/perl/r	146	106	16	24	0
/home/landau/working/PreservationSimulation/shelf/setupfamilydir.sh	sh/perl/r	66	43	14	9	0
/home/landau/working/PreservationSimulation/shelf/start_brokerform.sh	sh/perl/r	63	35	21	7	0
/home/landau/working/PreservationSimulation/shelf/toff.sh	sh/perl/r	1	1	0	0	0
/home/landau/working/PreservationSimulation/shelf/ton.sh	sh/perl/r	1	1	0	0	0
/home/landau/working/PreservationSimulation/shelf/broker2commandlist.txt	text	96	78	0	18	0
/home/landau/working/PreservationSimulation/shelf/brokercommandlist.txt	text	110	89	0	21	0
/home/landau/working/PreservationSimulation/shelf/ChickenWire-00.txt	text	53	43	0	10	0
/home/landau/working/PreservationSimulation/shelf/docs/HowTo_RunOnAWS.txt	text	306	248	0	58	0
/home/landau/working/PreservationSimulation/shelf/docs/QuestionsAndPlan.txt	text	40	25	0	15	0
/home/landau/working/PreservationSimulation/shelf/docs/TODO.txt	text	560	496	0	64	0
/home/landau/working/PreservationSimulation/shelf/fix ubuntu 18.04 awsinstall problem.txt	text	60	37	0	23	0
/home/landau/working/PreservationSimulation/shelf/GiantOutput_HeaderOnly.txt	text	1	1	0	0	0
/home/landau/working/PreservationSimulation/shelf/hl-extractinstructions.txt	text	140	120	0	20	0
/home/landau/working/PreservationSimulation/shelf/R/hl/hl_AuditNONE_cop1_glitch0_seed101_analysis_20170303_00.txt	text	755	668	0	87	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/2yr-summ-shock-3_reordering.txt	text	1108	1096	0	12	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/3yr-summ-shock-3_reordering.txt	text	1648	1636	0	12	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/5yr-summ-shock-3_reordering.txt	text	1324	1312	0	12	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/data/GiantOutput_cop12-a10000-lifvar-gf0-sf0_00.txt	text	379	379	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/data/GiantOutput_gl3333andhilocomplete_dur1000impvar_copyvar_lifvar_00.txt	text	4831	4831	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/data/GiantOutput_gl3333dur1000impvar_copvar_lifvar_00.txt	text	3781	3781	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/data/GiantOutput_glitchvslife_20170522_00.txt	text	10389	10389	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/data/GiantOutput_glitchvslife_20170522_edited_00.txt	text	10396	10396	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/data/GiantOutput_glitchvslife_20170522_edited_01.txt	text	9451	9451	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/data/GiantOutput_glitchvslife_20170522_edited_02.txt	text	8506	8506	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/data/GiantOutput_glitchvslife_20170522_edited_03.txt	text	4726	4726	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/data/GiantOutput_glitchvslife_20170522_merged_00.txt	text	10396	10396	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/data/GiantOutput_glitchvslife_20170523_extras_00.txt	text	22	22	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/data/GiantOutput_shock2yr_len1yr_00.txt	text	5671	5671	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/data/GiantOutput_shock3yr_lenvar_00.txt	text	8506	8506	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/data/GiantOutput_shock5yr_lenvar_00.txt	text	6805	6805	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/shockspan1/data/1yr/GiantOutput_shk10000d5000impvarspan1_20170612_00.txt	text	3781	3781	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/shockspan1/data/2yr/GiantOutput_shk20000durvarimpvarspan1_20170612_00.txt	text	7561	7561	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/shockspan1/data/5yr/GiantOutput_shk50000durvarimpvarspan1_20170612_00.txt	text	11341	11341	0	0	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/shockspan1/tabs/1yr/analysis_shockvslife_20170617_00.txt	text	385	375	0	10	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/shockspan1/tabs/2yr/analysis_shockvslife_2yr_20170617_00.txt	text	745	735	0	10	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/shockspan1/tabs/2yr/summ-shockvslife-4_reordering.txt	text	2215	2193	0	22	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/shockspan1/tabs/5yr/analysis_shockvslife_5yr_20170619_00.txt	text	1105	1095	0	10	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/shockspan1/tabs/5yr/summ-shockvslife-4_reordering.txt	text	3602	3273	0	329	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/shockspan1/tabs/analysis_shockvslife_5yr_20170619_00.txt	text	1105	1095	0	10	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/shockspan1/tabs/summ-shockvslife-4_reordering.txt	text	3295	3273	0	22	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/summ-glitch-1_reordering.txt	text	948	936	0	12	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/summ-shock-3_reordering.txt	text	1108	1096	0	12	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/analysis_glitchvslife_20170522_00.txt	text	1015	1005	0	10	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/analysis_glitchvslife_20170522_merged_00.txt	text	655	645	0	10	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/analysis_glitchvslife_20170524_edited_00.txt	text	655	645	0	10	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/analysis_glitchvslife_20170524_edited_03.txt	text	475	465	0	10	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/calibtest_c1+2-a10000-lifvar-gf0-sf0_analysis_20170514_00.txt	text	61	51	0	10	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/glitchtest1_freq3333_len1000_seed21_analysis_20170502_00.txt	text	493	483	0	10	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/glitchtest_f3333andhilocomplete_d1000ivar_analysis_20170421_00.txt	text	485	475	0	10	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/glitchtest_f3333d1000ivar_analysis_20170421_00.txt	text	385	375	0	10	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/hl_AuditNONE_cop1_glitch0_lifvar-seed101_analysis_20170307_00.txt	text	757	670	0	87	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/hl_AuditNONE_cop1_glitch0_seed101_analysis_20161010_00.txt	text	818	731	0	87	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/hl_AuditNONE_cop1_glitch0_seed101_analysis_20170303_00.txt	text	755	668	0	87	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/hl_AuditNONE_copvar_glitch0_lifem100-seed11_analysis_20170303_00.txt	text	402	323	0	79	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/hl_AuditVAR_copvar_shock0_glitch0_lifvar-seed21_analysis_20170316_00.txt	text	47	40	0	7	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/hl_AuditVAR_copvar_shock0_glitch0_lifvar-seedXXX_analysis_20170316_00.txt	text	757	670	0	87	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/q2q3_combined_AuditVar_copvar_shock0_glitch0_lifvar-seed21_analysis_20170316_00.txt	text	4979	3952	0	1027	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/q2_combined_AuditVar_copvar_shock0_glitch0_lifvar-seed21_analysis_20170316_00.txt	text	4979	3952	0	1027	0
/home/landau/working/PreservationSimulation/shelf/R/OLD/tabs/q3_AuditMonthly_copvar_shock0_glitch0_lifvar-seed21_analysis_20170316_00.txt	text	56	49	0	7	0
