file	type	total	code	comment	blank	short
../mulligan/PreservationSimulation/shelf/debug/loff.sh	sh	1	1	0	0	0
../mulligan/PreservationSimulation/shelf/debug/lon.sh	sh	1	1	0	0	0
../mulligan/PreservationSimulation/shelf/debug/lond.sh	sh	1	1	0	0	0
../mulligan/PreservationSimulation/shelf/debug/lone.sh	sh	1	1	0	0	0
../mulligan/PreservationSimulation/shelf/debug/tfailonly.sh	sh	2	2	0	0	0
../mulligan/PreservationSimulation/shelf/debug/toff.sh	sh	2	2	0	0	0
../mulligan/PreservationSimulation/shelf/debug/ton.sh	sh	2	1	0	1	0
../mulligan/PreservationSimulation/shelf/debug/ton5.sh	sh	1	1	0	0	0
../mulligan/PreservationSimulation/shelf/emptygiantoutput.sh	sh	28	19	5	4	0
../mulligan/PreservationSimulation/shelf/get01-lines.sh	sh	26	17	2	7	0
../mulligan/PreservationSimulation/shelf/get02-numbers.sh	sh	26	17	2	7	0
../mulligan/PreservationSimulation/shelf/getalllines-new-06.sh	sh	25	17	4	4	0
../mulligan/PreservationSimulation/shelf/getalllines-new.sh	sh	25	17	4	4	0
../mulligan/PreservationSimulation/shelf/getalllines-raw-03.sh	sh	45	25	13	7	0
../mulligan/PreservationSimulation/shelf/newinstructions/makecompletetemplate.sh	sh	50	39	4	7	0
../mulligan/PreservationSimulation/shelf/newinstructions/substituteall.sh	sh	56	31	16	9	0
../mulligan/PreservationSimulation/shelf/posttestcheckact.sh	sh	52	40	7	5	0
../mulligan/PreservationSimulation/shelf/pretestchecklist.sh	sh	131	102	14	15	0
../mulligan/PreservationSimulation/shelf/run.sh	sh	41	18	19	4	0
../mulligan/PreservationSimulation/shelf/setupfamilydir.sh	sh	63	45	12	6	0
../mulligan/PreservationSimulation/shelf/updateall.sh	sh	32	15	13	4	0
../mulligan/PreservationSimulation/shelf/audit2.py	py	1062	273	675	114	0
../mulligan/PreservationSimulation/shelf/broker.py	py	686	413	185	88	0
../mulligan/PreservationSimulation/shelf/catchex.py	py	38	18	17	3	0
../mulligan/PreservationSimulation/shelf/client2.py	py	570	331	176	63	0
../mulligan/PreservationSimulation/shelf/cliparse.py	py	200	140	26	34	0
../mulligan/PreservationSimulation/shelf/datacleanup.py	py	206	109	60	37	0
../mulligan/PreservationSimulation/shelf/dbclearcollection.py	py	80	35	28	17	0
../mulligan/PreservationSimulation/shelf/dbdumpcollection.py	py	83	38	28	17	0
../mulligan/PreservationSimulation/shelf/extractvalues.py	py	315	159	111	45	0
../mulligan/PreservationSimulation/shelf/extractvalues2.py	py	356	158	148	50	0
../mulligan/PreservationSimulation/shelf/fib.py	py	17	11	2	4	0
../mulligan/PreservationSimulation/shelf/globaldata.py	py	169	94	50	25	0
../mulligan/PreservationSimulation/shelf/globaldata11.py	py	168	93	50	25	0
../mulligan/PreservationSimulation/shelf/listactor.py	py	184	85	74	25	0
../mulligan/PreservationSimulation/shelf/logoutput.py	py	114	47	53	14	0
../mulligan/PreservationSimulation/shelf/main.py	py	782	337	337	108	0
../mulligan/PreservationSimulation/shelf/mongolib.py	py	214	74	106	34	0
../mulligan/PreservationSimulation/shelf/newinstructions/expandtemplate.py	py	205	67	113	25	0
../mulligan/PreservationSimulation/shelf/newinstructions/loadintodb.py	py	109	51	39	19	0
../mulligan/PreservationSimulation/shelf/newinstructions/makeinstructionfromdict-00.py	py	8	0	4	4	0
../mulligan/PreservationSimulation/shelf/newinstructions/mongolib.py	py	213	73	106	34	0
../mulligan/PreservationSimulation/shelf/newinstructions/NewTraceFac.py	py	412	124	246	42	0
../mulligan/PreservationSimulation/shelf/newinstructions/test/fib.py	py	17	11	2	4	0
../mulligan/PreservationSimulation/shelf/newinstructions/test/slow.py	py	12	8	1	3	0
../mulligan/PreservationSimulation/shelf/NewTraceFac.py	py	412	124	246	42	0
../mulligan/PreservationSimulation/shelf/NewTraceFac11.py	py	412	124	246	42	0
../mulligan/PreservationSimulation/shelf/readin.py	py	121	74	33	14	0
../mulligan/PreservationSimulation/shelf/repair.py	py	70	8	46	16	0
../mulligan/PreservationSimulation/shelf/runsequence.py	py	277	149	98	30	0
../mulligan/PreservationSimulation/shelf/server.py	py	822	466	275	81	0
../mulligan/PreservationSimulation/shelf/util.py	py	147	57	74	16	0
../mulligan/PreservationSimulation/shelf/__init__.py	py	1	0	1	0	0
../mulligan/PreservationSimulation/shelf/1000Randoms.txt	txt	1000	1000	0	0	0
../mulligan/PreservationSimulation/shelf/AWS_shelf_installscript.txt	txt	56	46	0	10	0
../mulligan/PreservationSimulation/shelf/brokercommandlist.txt	txt	91	70	0	21	0
../mulligan/PreservationSimulation/shelf/CallTree-00.txt	txt	386	371	0	15	0
../mulligan/PreservationSimulation/shelf/ChickenWire-00.txt	txt	53	43	0	10	0
../mulligan/PreservationSimulation/shelf/docs/TODO.txt	txt	35	25	0	10	0
../mulligan/PreservationSimulation/shelf/GiantOutput_HeaderOnly.txt	txt	1	1	0	0	0
../mulligan/PreservationSimulation/shelf/newinstructions/newinstructions-00.txt	txt	91	50	0	41	0
../mulligan/PreservationSimulation/shelf/newinstructions/q3instructiontemplate.txt	txt	7	3	0	4	0
../mulligan/PreservationSimulation/shelf/newinstructions/test/test-listactor-3-nowait.txt	txt	5	4	0	1	0
../mulligan/PreservationSimulation/shelf/newinstructions/test/test-listactor-3-silent.txt	txt	5	4	0	1	0
../mulligan/PreservationSimulation/shelf/newinstructions/test/test-listactor-3.txt	txt	5	4	0	1	0
../mulligan/PreservationSimulation/shelf/newinstructions/test/test2-listactor-5.txt	txt	7	6	0	1	0
