timestamp docsize shelfsize copies lifem simlength seed lost docstotal docsokay docsrepairedmajority docsrepairedminority docslost auditcycles auditfrequency auditsegments audittype auditrepairs auditmajority auditminority auditlost glitchfreq glitchimpact glitchdecay glitchmaxlife nglitches serverdefaultlife shockfreq shockimpact shockmaxlife shockspan shocktype nshocks nshockdeaths deadserversactive deadserversall walltime cputime logfilename logfilesize instructionfilename todaysdatetime extractorversion cpuinfo mongoid
20190217_223042 50 1 5 10000 100000 862415775 0 20 0 0 20 0 9 10000 1 TOTAL 0 0 0 0 0 0 0 0 0 30000 0 0 0 0 2 0 0 9 136 0.092 0.037 ../hl20190217/SHOCKSPAN2/log/doc50cop5shlf1lif10000_af10000s1tTOTAL_gf0i0d0m0_sh0i0s0m0_svrdeflif30000simlen0_seed862415775.log 45130 hl-extractinstructions.txt 20190217_223042 0.6_20170522 GenuineIntel_fam6mod62step4cor8spd2793.342 53db9a4b4245b96c2e48b1004f3bd9439a6103e5_1
20190217_223102 50 1 5 10000 100000 364192286 0 20 0 0 20 0 9 10000 1 TOTAL 0 0 0 0 0 0 0 0 0 30000 0 0 0 0 2 0 0 10 134 0.137 0.044 ../hl20190217/SHOCKSPAN2/log/doc50cop5shlf1lif10000_af10000s1tTOTAL_gf0i0d0m0_sh0i0s0m0_svrdeflif30000simlen0_seed364192286.log 45623 hl-extractinstructions.txt 20190217_223102 0.6_20170522 GenuineIntel_fam6mod62step4cor8spd2793.342 53db9a4b4245b96c2e48b1004f3bd9439a6103e5_12
20190217_223102 50 1 5 10000 100000 257388880 0 20 0 20 0 0 9 10000 1 TOTAL 0 0 0 0 0 0 0 0 0 30000 0 0 0 0 2 0 0 5 134 0.119 0.053 ../hl20190217/SHOCKSPAN2/log/doc50cop5shlf1lif10000_af10000s1tTOTAL_gf0i0d0m0_sh0i0s0m0_svrdeflif30000simlen0_seed257388880.log 43148 hl-extractinstructions.txt 20190217_223102 0.6_20170522 GenuineIntel_fam6mod62step4cor8spd2793.342 53db9a4b4245b96c2e48b1004f3bd9439a6103e5_16
20190217_223102 50 1 5 10000 100000 133671816 0 20 0 0 20 0 9 10000 1 TOTAL 0 0 0 0 0 0 0 0 0 30000 0 0 0 0 2 0 0 7 128 0.173 0.075 ../hl20190217/SHOCKSPAN2/log/doc50cop5shlf1lif10000_af10000s1tTOTAL_gf0i0d0m0_sh0i0s0m0_svrdeflif30000simlen0_seed133671816.log 44091 hl-extractinstructions.txt 20190217_223103 0.6_20170522 GenuineIntel_fam6mod62step4cor8spd2793.342 53db9a4b4245b96c2e48b1004f3bd9439a6103e5_8
20190217_223102 50 1 5 10000 100000 521589958 0 20 0 0 20 0 9 10000 1 TOTAL 0 0 0 0 0 0 0 0 0 30000 0 0 0 0 2 0 0 13 141 0.181 0.078 ../hl20190217/SHOCKSPAN2/log/doc50cop5shlf1lif10000_af10000s1tTOTAL_gf0i0d0m0_sh0i0s0m0_svrdeflif30000simlen0_seed521589958.log 47135 hl-extractinstructions.txt 20190217_223102 0.6_20170522 GenuineIntel_fam6mod62step4cor8spd2793.342 53db9a4b4245b96c2e48b1004f3bd9439a6103e5_6
20190217_223102 50 1 5 10000 100000 786838584 0 20 0 0 20 0 9 10000 1 TOTAL 0 0 0 0 0 0 0 0 0 30000 0 0 0 0 2 0 0 7 131 0.151 0.049 ../hl20190217/SHOCKSPAN2/log/doc50cop5shlf1lif10000_af10000s1tTOTAL_gf0i0d0m0_sh0i0s0m0_svrdeflif30000simlen0_seed786838584.log 44120 hl-extractinstructions.txt 20190217_223103 0.6_20170522 GenuineIntel_fam6mod62step4cor8spd2793.342 53db9a4b4245b96c2e48b1004f3bd9439a6103e5_23
20190217_223102 50 1 5 10000 100000 209425884 0 20 0 0 20 0 9 10000 1 TOTAL 0 0 0 0 0 0 0 0 0 30000 0 0 0 0 2 0 0 12 132 0.184 0.081 ../hl20190217/SHOCKSPAN2/log/doc50cop5shlf1lif10000_af10000s1tTOTAL_gf0i0d0m0_sh0i0s0m0_svrdeflif30000simlen0_seed209425884.log 46576 hl-extractinstructions.txt 20190217_223103 0.6_20170522 GenuineIntel_fam6mod62step4cor8spd2793.342 53db9a4b4245b96c2e48b1004f3bd9439a6103e5_9
20190217_223102 50 1 5 10000 100000 751552608 0 20 0 0 20 0 9 10000 1 TOTAL 0 0 0 0 0 0 0 0 0 30000 0 0 0 0 2 0 0 9 137 0.188 0.076 ../hl20190217/SHOCKSPAN2/log/doc50cop5shlf1lif10000_af10000s1tTOTAL_gf0i0d0m0_sh0i0s0m0_svrdeflif30000simlen0_seed751552608.log 45140 hl-extractinstructions.txt 20190217_223103 0.6_20170522 GenuineIntel_fam6mod62step4cor8spd2793.342 53db9a4b4245b96c2e48b1004f3bd9439a6103e5_4
20190217_223102 50 1 5 10000 100000 790002907 0 20 0 0 20 0 9 10000 1 TOTAL 0 0 0 0 0 0 0 0 0 30000 0 0 0 0 2 0 0 9 135 0.219 0.080 ../hl20190217/SHOCKSPAN2/log/doc50cop5shlf1lif10000_af10000s1tTOTAL_gf0i0d0m0_sh0i0s0m0_svrdeflif30000simlen0_seed790002907.log 45124 hl-extractinstructions.txt 20190217_223103 0.6_20170522 GenuineIntel_fam6mod62step4cor8spd2793.342 53db9a4b4245b96c2e48b1004f3bd9439a6103e5_5
20190217_223102 50 1 5 10000 100000 160211880 0 20 0 0 20 0 9 10000 1 TOTAL 0 0 0 0 0 0 0 0 0 30000 0 0 0 0 2 0 0 13 132 0.219 0.083 ../hl20190217/SHOCKSPAN2/log/doc50cop5shlf1lif10000_af10000s1tTOTAL_gf0i0d0m0_sh0i0s0m0_svrdeflif30000simlen0_seed160211880.log 47085 hl-extractinstructions.txt 20190217_223103 0.6_20170522 GenuineIntel_fam6mod62step4cor8spd2793.342 53db9a4b4245b96c2e48b1004f3bd9439a6103e5_3
